HOLEID,X,Y,Z,FORMATION
61,2844192,29979408,1547,3
61,2844192,29979408,1552,3
61,2844192,29979408,1557,3
61,2844192,29979408,1562,3
61,2844192,29979408,1567,3
61,2844192,29979408,1572,3
61,2844192,29979408,1577,3
61,2844192,29979408,1582,3
61,2844192,29979408,1587,3
61,2844192,29979408,1592,3
61,2844192,29979408,1597,3
61,2844192,29979408,1602,3
61,2844192,29979408,1607,3
61,2844192,29979408,1612,3
61,2844192,29979408,1617,3
61,2844192,29979408,1622,3
61,2844192,29979408,1627,3
61,2844192,29979408,1632,3
61,2844192,29979408,1637,3
61,2844192,29979408,1642,3
61,2844192,29979408,1647,3
61,2844192,29979408,1652,3
61,2844192,29979408,1657,3
61,2844192,29979408,1662,3
61,2844192,29979408,1667,3
61,2844192,29979408,1672,3
61,2844192,29979408,1677,3
61,2844192,29979408,1682,1
61,2844192,29979408,1687,1
61,2844192,29979408,1692,1
61,2844192,29979408,1697,1
61,2844192,29979408,1702,1
61,2844192,29979408,1707,1
61,2844192,29979408,1712,1
62,2844192,29979478,1402,2
62,2844192,29979478,1407,2
62,2844192,29979478,1412,2
62,2844192,29979478,1417,2
62,2844192,29979478,1422,2
62,2844192,29979478,1427,2
62,2844192,29979478,1432,2
62,2844192,29979478,1437,2
62,2844192,29979478,1442,2
62,2844192,29979478,1447,2
62,2844192,29979478,1452,2
62,2844192,29979478,1457,2
62,2844192,29979478,1462,2
62,2844192,29979478,1467,2
62,2844192,29979478,1472,2
62,2844192,29979478,1477,2
62,2844192,29979478,1482,2
62,2844192,29979478,1487,2
62,2844192,29979478,1492,2
62,2844192,29979478,1497,2
62,2844192,29979478,1502,2
62,2844192,29979478,1507,2
62,2844192,29979478,1512,2
62,2844192,29979478,1517,2
62,2844192,29979478,1522,2
62,2844192,29979478,1527,2
62,2844192,29979478,1532,2
62,2844192,29979478,1537,2
62,2844192,29979478,1542,2
62,2844192,29979478,1547,2
62,2844192,29979478,1552,2
62,2844192,29979478,1557,2
62,2844192,29979478,1562,2
62,2844192,29979478,1567,3
62,2844192,29979478,1572,3
62,2844192,29979478,1577,3
62,2844192,29979478,1582,3
62,2844192,29979478,1587,3
62,2844192,29979478,1592,3
62,2844192,29979478,1597,3
62,2844192,29979478,1602,3
62,2844192,29979478,1607,3
62,2844192,29979478,1612,3
62,2844192,29979478,1617,3
62,2844192,29979478,1622,3
62,2844192,29979478,1627,3
62,2844192,29979478,1632,2
62,2844192,29979478,1637,2
62,2844192,29979478,1642,2
62,2844192,29979478,1647,2
62,2844192,29979478,1652,2
62,2844192,29979478,1657,2
62,2844192,29979478,1662,2
62,2844192,29979478,1667,2
62,2844192,29979478,1672,2
62,2844192,29979478,1677,1
62,2844192,29979478,1682,1
62,2844192,29979478,1687,1
62,2844192,29979478,1692,1
62,2844192,29979478,1697,1
62,2844192,29979478,1702,1
62,2844192,29979478,1707,1
62,2844192,29979478,1712,1
63,2844192,29979548,1402,2
63,2844192,29979548,1407,2
63,2844192,29979548,1412,2
63,2844192,29979548,1417,2
63,2844192,29979548,1422,2
63,2844192,29979548,1427,2
63,2844192,29979548,1432,2
63,2844192,29979548,1437,2
63,2844192,29979548,1442,2
63,2844192,29979548,1447,2
63,2844192,29979548,1452,2
63,2844192,29979548,1457,2
63,2844192,29979548,1462,2
63,2844192,29979548,1467,2
63,2844192,29979548,1472,2
63,2844192,29979548,1477,2
63,2844192,29979548,1482,2
63,2844192,29979548,1487,2
63,2844192,29979548,1492,2
63,2844192,29979548,1497,2
63,2844192,29979548,1502,2
63,2844192,29979548,1507,2
63,2844192,29979548,1512,2
63,2844192,29979548,1517,2
63,2844192,29979548,1522,2
63,2844192,29979548,1527,2
63,2844192,29979548,1532,2
63,2844192,29979548,1537,2
63,2844192,29979548,1542,2
63,2844192,29979548,1547,2
63,2844192,29979548,1552,3
63,2844192,29979548,1557,3
63,2844192,29979548,1562,3
63,2844192,29979548,1567,3
63,2844192,29979548,1572,3
63,2844192,29979548,1577,3
63,2844192,29979548,1582,3
63,2844192,29979548,1587,3
63,2844192,29979548,1592,3
63,2844192,29979548,1597,3
63,2844192,29979548,1602,2
63,2844192,29979548,1607,3
63,2844192,29979548,1612,2
63,2844192,29979548,1617,2
63,2844192,29979548,1622,3
63,2844192,29979548,1627,3
63,2844192,29979548,1632,3
63,2844192,29979548,1637,3
63,2844192,29979548,1642,3
63,2844192,29979548,1647,3
63,2844192,29979548,1652,3
63,2844192,29979548,1657,3
63,2844192,29979548,1662,3
63,2844192,29979548,1667,3
63,2844192,29979548,1672,3
63,2844192,29979548,1677,3
63,2844192,29979548,1682,3
63,2844192,29979548,1687,3
63,2844192,29979548,1692,1
63,2844192,29979548,1697,1
63,2844192,29979548,1702,1
63,2844192,29979548,1707,1
63,2844192,29979548,1712,1
64,2844259,29978988,1402,4
64,2844259,29978988,1407,4
64,2844259,29978988,1412,4
64,2844259,29978988,1417,4
64,2844259,29978988,1422,4
64,2844259,29978988,1427,4
64,2844259,29978988,1432,4
64,2844259,29978988,1437,4
64,2844259,29978988,1442,4
64,2844259,29978988,1447,4
64,2844259,29978988,1452,4
64,2844259,29978988,1457,4
64,2844259,29978988,1462,4
64,2844259,29978988,1467,4
64,2844259,29978988,1472,4
64,2844259,29978988,1477,4
64,2844259,29978988,1482,4
64,2844259,29978988,1487,4
64,2844259,29978988,1492,4
64,2844259,29978988,1497,4
64,2844259,29978988,1502,4
64,2844259,29978988,1507,4
64,2844259,29978988,1512,4
64,2844259,29978988,1517,4
64,2844259,29978988,1522,4
64,2844259,29978988,1527,4
64,2844259,29978988,1532,4
64,2844259,29978988,1537,4
64,2844259,29978988,1542,4
64,2844259,29978988,1547,4
64,2844259,29978988,1552,4
64,2844259,29978988,1557,4
64,2844259,29978988,1562,4
64,2844259,29978988,1567,4
64,2844259,29978988,1572,4
64,2844259,29978988,1577,4
64,2844259,29978988,1582,4
64,2844259,29978988,1587,4
64,2844259,29978988,1592,4
64,2844259,29978988,1597,4
64,2844259,29978988,1602,4
64,2844259,29978988,1607,4
64,2844259,29978988,1612,4
64,2844259,29978988,1617,4
64,2844259,29978988,1622,4
64,2844259,29978988,1627,4
64,2844259,29978988,1632,4
64,2844259,29978988,1637,4
64,2844259,29978988,1642,4
64,2844259,29978988,1647,4
64,2844259,29978988,1652,4
64,2844259,29978988,1657,4
64,2844259,29978988,1662,4
64,2844259,29978988,1667,1
64,2844259,29978988,1672,1
64,2844259,29978988,1677,1
64,2844259,29978988,1682,1
64,2844259,29978988,1687,1
64,2844259,29978988,1692,1
64,2844259,29978988,1697,1
64,2844259,29978988,1702,1
64,2844259,29978988,1707,1
64,2844259,29978988,1712,1
65,2844259,29979058,1402,4
65,2844259,29979058,1407,4
65,2844259,29979058,1412,4
65,2844259,29979058,1417,4
65,2844259,29979058,1422,4
65,2844259,29979058,1427,4
65,2844259,29979058,1432,4
65,2844259,29979058,1437,4
65,2844259,29979058,1442,4
65,2844259,29979058,1447,4
65,2844259,29979058,1452,4
65,2844259,29979058,1457,4
65,2844259,29979058,1462,4
65,2844259,29979058,1467,4
65,2844259,29979058,1472,4
65,2844259,29979058,1477,4
65,2844259,29979058,1482,4
65,2844259,29979058,1487,4
65,2844259,29979058,1492,4
65,2844259,29979058,1497,4
65,2844259,29979058,1502,4
65,2844259,29979058,1507,4
65,2844259,29979058,1512,4
65,2844259,29979058,1517,4
65,2844259,29979058,1522,4
65,2844259,29979058,1527,4
65,2844259,29979058,1532,4
65,2844259,29979058,1537,3
65,2844259,29979058,1542,4
65,2844259,29979058,1547,3
65,2844259,29979058,1552,4
65,2844259,29979058,1557,3
65,2844259,29979058,1562,4
65,2844259,29979058,1567,4
65,2844259,29979058,1572,4
65,2844259,29979058,1577,4
65,2844259,29979058,1582,4
65,2844259,29979058,1587,4
65,2844259,29979058,1592,4
65,2844259,29979058,1597,4
65,2844259,29979058,1602,4
65,2844259,29979058,1607,4
65,2844259,29979058,1612,4
65,2844259,29979058,1617,4
65,2844259,29979058,1622,4
65,2844259,29979058,1627,4
65,2844259,29979058,1632,4
65,2844259,29979058,1637,4
65,2844259,29979058,1642,4
65,2844259,29979058,1647,4
65,2844259,29979058,1652,4
65,2844259,29979058,1657,4
65,2844259,29979058,1662,4
65,2844259,29979058,1667,4
65,2844259,29979058,1672,1
65,2844259,29979058,1677,4
65,2844259,29979058,1682,4
65,2844259,29979058,1687,4
65,2844259,29979058,1692,1
65,2844259,29979058,1697,1
65,2844259,29979058,1702,1
65,2844259,29979058,1707,1
65,2844259,29979058,1712,1
66,2844259,29979128,1402,4
66,2844259,29979128,1407,4
66,2844259,29979128,1412,4
66,2844259,29979128,1417,4
66,2844259,29979128,1422,4
66,2844259,29979128,1427,4
66,2844259,29979128,1432,4
66,2844259,29979128,1437,4
66,2844259,29979128,1442,4
66,2844259,29979128,1447,4
66,2844259,29979128,1452,4
66,2844259,29979128,1457,4
66,2844259,29979128,1462,4
66,2844259,29979128,1467,4
66,2844259,29979128,1472,4
66,2844259,29979128,1477,4
66,2844259,29979128,1482,4
66,2844259,29979128,1487,4
66,2844259,29979128,1492,4
66,2844259,29979128,1497,4
66,2844259,29979128,1502,4
66,2844259,29979128,1507,4
66,2844259,29979128,1512,4
66,2844259,29979128,1517,4
66,2844259,29979128,1522,4
66,2844259,29979128,1527,4
66,2844259,29979128,1532,4
66,2844259,29979128,1537,4
66,2844259,29979128,1542,4
66,2844259,29979128,1547,4
66,2844259,29979128,1552,4
66,2844259,29979128,1557,4
66,2844259,29979128,1562,4
66,2844259,29979128,1567,4
66,2844259,29979128,1572,4
66,2844259,29979128,1577,4
66,2844259,29979128,1582,4
66,2844259,29979128,1587,4
66,2844259,29979128,1592,4
66,2844259,29979128,1597,4
66,2844259,29979128,1602,4
66,2844259,29979128,1607,4
66,2844259,29979128,1612,4
66,2844259,29979128,1617,4
66,2844259,29979128,1622,4
66,2844259,29979128,1627,4
66,2844259,29979128,1632,4
66,2844259,29979128,1637,4
66,2844259,29979128,1642,4
66,2844259,29979128,1647,4
66,2844259,29979128,1652,4
66,2844259,29979128,1657,1
66,2844259,29979128,1662,1
66,2844259,29979128,1667,1
66,2844259,29979128,1672,1
66,2844259,29979128,1677,1
66,2844259,29979128,1682,1
66,2844259,29979128,1687,1
66,2844259,29979128,1692,1
66,2844259,29979128,1697,1
66,2844259,29979128,1702,1
66,2844259,29979128,1707,1
66,2844259,29979128,1712,1
67,2844259,29979198,1402,4
67,2844259,29979198,1407,4
67,2844259,29979198,1412,4
67,2844259,29979198,1417,4
67,2844259,29979198,1422,4
67,2844259,29979198,1427,4
67,2844259,29979198,1432,4
67,2844259,29979198,1437,4
67,2844259,29979198,1442,4
67,2844259,29979198,1447,4
67,2844259,29979198,1452,4
67,2844259,29979198,1457,4
67,2844259,29979198,1462,4
67,2844259,29979198,1467,4
67,2844259,29979198,1472,4
67,2844259,29979198,1477,4
67,2844259,29979198,1482,4
67,2844259,29979198,1487,4
67,2844259,29979198,1492,4
67,2844259,29979198,1497,4
67,2844259,29979198,1502,4
67,2844259,29979198,1507,4
67,2844259,29979198,1512,4
67,2844259,29979198,1517,4
67,2844259,29979198,1522,4
67,2844259,29979198,1527,4
67,2844259,29979198,1532,4
67,2844259,29979198,1537,4
67,2844259,29979198,1542,4
67,2844259,29979198,1547,4
67,2844259,29979198,1552,4
67,2844259,29979198,1557,4
67,2844259,29979198,1562,4
67,2844259,29979198,1567,4
67,2844259,29979198,1572,4
67,2844259,29979198,1577,4
67,2844259,29979198,1582,4
67,2844259,29979198,1587,4
67,2844259,29979198,1592,4
67,2844259,29979198,1597,4
67,2844259,29979198,1602,4
67,2844259,29979198,1607,4
67,2844259,29979198,1612,4
67,2844259,29979198,1617,4
67,2844259,29979198,1622,4
67,2844259,29979198,1627,4
67,2844259,29979198,1632,4
67,2844259,29979198,1637,4
67,2844259,29979198,1642,4
67,2844259,29979198,1647,3
67,2844259,29979198,1652,3
67,2844259,29979198,1657,3
67,2844259,29979198,1662,1
67,2844259,29979198,1667,3
67,2844259,29979198,1672,1
67,2844259,29979198,1677,1
67,2844259,29979198,1682,1
67,2844259,29979198,1687,1
67,2844259,29979198,1692,1
67,2844259,29979198,1697,1
67,2844259,29979198,1702,1
67,2844259,29979198,1707,1
67,2844259,29979198,1712,1
68,2844259,29979268,1402,4
68,2844259,29979268,1407,4
68,2844259,29979268,1412,4
68,2844259,29979268,1417,4
68,2844259,29979268,1422,4
68,2844259,29979268,1427,4
68,2844259,29979268,1432,4
68,2844259,29979268,1437,4
68,2844259,29979268,1442,4
68,2844259,29979268,1447,4
68,2844259,29979268,1452,4
68,2844259,29979268,1457,4
68,2844259,29979268,1462,4
68,2844259,29979268,1467,4
68,2844259,29979268,1472,4
68,2844259,29979268,1477,4
68,2844259,29979268,1482,4
68,2844259,29979268,1487,4
68,2844259,29979268,1492,3
68,2844259,29979268,1497,3
68,2844259,29979268,1502,4
68,2844259,29979268,1507,3
68,2844259,29979268,1512,3
68,2844259,29979268,1517,4
68,2844259,29979268,1522,4
68,2844259,29979268,1527,4
68,2844259,29979268,1532,4
68,2844259,29979268,1537,4
68,2844259,29979268,1542,4
68,2844259,29979268,1547,4
68,2844259,29979268,1552,4
68,2844259,29979268,1557,4
68,2844259,29979268,1562,4
68,2844259,29979268,1567,4
68,2844259,29979268,1572,4
68,2844259,29979268,1577,4
68,2844259,29979268,1582,4
68,2844259,29979268,1587,4
68,2844259,29979268,1592,4
68,2844259,29979268,1597,4
68,2844259,29979268,1602,3
68,2844259,29979268,1607,3
68,2844259,29979268,1612,3
68,2844259,29979268,1617,3
68,2844259,29979268,1622,3
68,2844259,29979268,1627,3
68,2844259,29979268,1632,4
68,2844259,29979268,1637,4
68,2844259,29979268,1642,4
68,2844259,29979268,1647,4
68,2844259,29979268,1652,4
68,2844259,29979268,1657,4
68,2844259,29979268,1662,4
68,2844259,29979268,1667,1
68,2844259,29979268,1672,1
68,2844259,29979268,1677,1
68,2844259,29979268,1682,1
68,2844259,29979268,1687,1
68,2844259,29979268,1692,1
68,2844259,29979268,1697,1
68,2844259,29979268,1702,1
68,2844259,29979268,1707,1
68,2844259,29979268,1712,1
69,2844259,29979338,1402,3
69,2844259,29979338,1407,3
69,2844259,29979338,1412,3
69,2844259,29979338,1417,3
69,2844259,29979338,1422,3
69,2844259,29979338,1427,3
69,2844259,29979338,1432,4
69,2844259,29979338,1437,4
69,2844259,29979338,1442,4
69,2844259,29979338,1447,3
69,2844259,29979338,1452,4
69,2844259,29979338,1457,4
69,2844259,29979338,1462,4
69,2844259,29979338,1467,3
69,2844259,29979338,1472,4
69,2844259,29979338,1477,4
69,2844259,29979338,1482,3
69,2844259,29979338,1487,3
69,2844259,29979338,1492,3
69,2844259,29979338,1497,3
69,2844259,29979338,1502,3
69,2844259,29979338,1507,3
69,2844259,29979338,1512,3
69,2844259,29979338,1517,3
69,2844259,29979338,1522,3
69,2844259,29979338,1527,3
69,2844259,29979338,1532,3
69,2844259,29979338,1537,3
69,2844259,29979338,1542,3
69,2844259,29979338,1547,3
69,2844259,29979338,1552,3
69,2844259,29979338,1557,3
69,2844259,29979338,1562,3
69,2844259,29979338,1567,3
69,2844259,29979338,1572,3
69,2844259,29979338,1577,3
69,2844259,29979338,1582,3
69,2844259,29979338,1587,3
69,2844259,29979338,1592,3
69,2844259,29979338,1597,3
69,2844259,29979338,1602,3
69,2844259,29979338,1607,3
69,2844259,29979338,1612,3
69,2844259,29979338,1617,3
69,2844259,29979338,1622,3
69,2844259,29979338,1627,3
69,2844259,29979338,1632,3
69,2844259,29979338,1637,3
69,2844259,29979338,1642,3
69,2844259,29979338,1647,3
69,2844259,29979338,1652,1
69,2844259,29979338,1657,3
69,2844259,29979338,1662,3
69,2844259,29979338,1667,1
69,2844259,29979338,1672,1
69,2844259,29979338,1677,1
69,2844259,29979338,1682,1
69,2844259,29979338,1687,1
69,2844259,29979338,1692,1
69,2844259,29979338,1697,1
69,2844259,29979338,1702,1
69,2844259,29979338,1707,1
69,2844259,29979338,1712,1
70,2844259,29979408,1402,3
70,2844259,29979408,1407,3
70,2844259,29979408,1412,3
70,2844259,29979408,1417,3
70,2844259,29979408,1422,3
70,2844259,29979408,1427,3
70,2844259,29979408,1432,3
70,2844259,29979408,1437,3
70,2844259,29979408,1442,3
70,2844259,29979408,1447,3
70,2844259,29979408,1452,3
70,2844259,29979408,1457,3
70,2844259,29979408,1462,3
70,2844259,29979408,1467,3
70,2844259,29979408,1472,3
70,2844259,29979408,1477,3
70,2844259,29979408,1482,3
70,2844259,29979408,1487,3
70,2844259,29979408,1492,3
70,2844259,29979408,1497,3
70,2844259,29979408,1502,3
70,2844259,29979408,1507,3
70,2844259,29979408,1512,3
70,2844259,29979408,1517,3
70,2844259,29979408,1522,3
70,2844259,29979408,1527,3
70,2844259,29979408,1532,3
70,2844259,29979408,1537,3
70,2844259,29979408,1542,3
70,2844259,29979408,1547,3
70,2844259,29979408,1552,3
70,2844259,29979408,1557,3
70,2844259,29979408,1562,3
70,2844259,29979408,1567,3
70,2844259,29979408,1572,3
70,2844259,29979408,1577,3
70,2844259,29979408,1582,3
70,2844259,29979408,1587,3
70,2844259,29979408,1592,3
70,2844259,29979408,1597,3
70,2844259,29979408,1602,3
70,2844259,29979408,1607,3
70,2844259,29979408,1612,3
70,2844259,29979408,1617,3
70,2844259,29979408,1622,3
70,2844259,29979408,1627,3
70,2844259,29979408,1632,3
70,2844259,29979408,1637,3
70,2844259,29979408,1642,3
70,2844259,29979408,1647,3
70,2844259,29979408,1652,3
70,2844259,29979408,1657,3
70,2844259,29979408,1662,1
70,2844259,29979408,1667,3
70,2844259,29979408,1672,3
70,2844259,29979408,1677,3
70,2844259,29979408,1682,3
70,2844259,29979408,1687,3
70,2844259,29979408,1692,3
70,2844259,29979408,1697,3
70,2844259,29979408,1702,3
70,2844259,29979408,1707,3
70,2844259,29979408,1712,3
71,2844259,29979478,1402,2
71,2844259,29979478,1407,2
71,2844259,29979478,1412,2
71,2844259,29979478,1417,2
71,2844259,29979478,1422,2
71,2844259,29979478,1427,2
71,2844259,29979478,1432,2
71,2844259,29979478,1437,2
71,2844259,29979478,1442,2
71,2844259,29979478,1447,2
71,2844259,29979478,1452,2
71,2844259,29979478,1457,2
71,2844259,29979478,1462,3
71,2844259,29979478,1467,3
71,2844259,29979478,1472,3
71,2844259,29979478,1477,3
71,2844259,29979478,1482,3
71,2844259,29979478,1487,3
71,2844259,29979478,1492,3
71,2844259,29979478,1497,3
71,2844259,29979478,1502,3
71,2844259,29979478,1507,3
71,2844259,29979478,1512,3
71,2844259,29979478,1517,3
71,2844259,29979478,1522,3
71,2844259,29979478,1527,3
71,2844259,29979478,1532,3
71,2844259,29979478,1537,3
71,2844259,29979478,1542,3
71,2844259,29979478,1547,3
71,2844259,29979478,1552,3
71,2844259,29979478,1557,3
71,2844259,29979478,1562,3
71,2844259,29979478,1567,3
71,2844259,29979478,1572,3
71,2844259,29979478,1577,3
71,2844259,29979478,1582,3
71,2844259,29979478,1587,3
71,2844259,29979478,1592,3
71,2844259,29979478,1597,3
71,2844259,29979478,1602,3
71,2844259,29979478,1607,3
71,2844259,29979478,1612,3
71,2844259,29979478,1617,3
71,2844259,29979478,1622,3
71,2844259,29979478,1627,3
71,2844259,29979478,1632,3
71,2844259,29979478,1637,3
71,2844259,29979478,1642,3
71,2844259,29979478,1647,3
71,2844259,29979478,1652,3
71,2844259,29979478,1657,3
71,2844259,29979478,1662,1
71,2844259,29979478,1667,1
71,2844259,29979478,1672,1
71,2844259,29979478,1677,1
71,2844259,29979478,1682,1
71,2844259,29979478,1687,1
71,2844259,29979478,1692,1
71,2844259,29979478,1697,1
71,2844259,29979478,1702,1
71,2844259,29979478,1707,1
71,2844259,29979478,1712,1
72,2844259,29979548,1402,2
72,2844259,29979548,1407,2
72,2844259,29979548,1412,2
72,2844259,29979548,1417,2
72,2844259,29979548,1422,2
72,2844259,29979548,1427,2
72,2844259,29979548,1432,2
72,2844259,29979548,1437,2
72,2844259,29979548,1442,2
72,2844259,29979548,1447,2
72,2844259,29979548,1452,2
72,2844259,29979548,1457,2
72,2844259,29979548,1462,2
72,2844259,29979548,1467,2
72,2844259,29979548,1472,2
72,2844259,29979548,1477,2
72,2844259,29979548,1482,2
72,2844259,29979548,1487,2
72,2844259,29979548,1492,2
72,2844259,29979548,1497,2
72,2844259,29979548,1502,2
72,2844259,29979548,1507,2
72,2844259,29979548,1512,2
72,2844259,29979548,1517,2
72,2844259,29979548,1522,2
72,2844259,29979548,1527,2
72,2844259,29979548,1532,2
72,2844259,29979548,1537,2
72,2844259,29979548,1542,2
72,2844259,29979548,1547,2
72,2844259,29979548,1552,2
72,2844259,29979548,1557,2
72,2844259,29979548,1562,2
72,2844259,29979548,1567,1
72,2844259,29979548,1572,3
72,2844259,29979548,1577,2
72,2844259,29979548,1582,3
72,2844259,29979548,1587,3
72,2844259,29979548,1592,3
72,2844259,29979548,1597,3
72,2844259,29979548,1602,3
72,2844259,29979548,1607,3
72,2844259,29979548,1612,3
72,2844259,29979548,1617,3
72,2844259,29979548,1622,3
72,2844259,29979548,1627,3
72,2844259,29979548,1632,3
72,2844259,29979548,1637,3
72,2844259,29979548,1642,3
72,2844259,29979548,1647,3
72,2844259,29979548,1652,3
72,2844259,29979548,1657,3
72,2844259,29979548,1662,3
72,2844259,29979548,1667,3
72,2844259,29979548,1672,3
72,2844259,29979548,1677,1
72,2844259,29979548,1682,1
72,2844259,29979548,1687,1
72,2844259,29979548,1692,1
72,2844259,29979548,1697,1
72,2844259,29979548,1702,1
72,2844259,29979548,1707,1
72,2844259,29979548,1712,1
